TASK,TYPE,ITEM_ID,ANNOTATOR_ID,TIME,SYSTEM_0,SCORE_0_A,SCORE_0_B,SYSTEM_1,SCORE_1_A,SCORE_1_B,SYSTEM_2,SCORE_2_A,SCORE_2_B,SYSTEM_3,SCORE_3_A,SCORE_3_B,SYSTEM_4,SCORE_4_A,SCORE_4_B
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,212,71,74,rbmt3,1,,rbmt6,2,,rbmt2,1,,rbmt5,1,,rbmt4,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,571,71,75,rbmt6,1,,rbmt2,1,,ucl,2,,rbmt4,1,,rbmt5,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1189,71,33,limsi,1,,saar,1,,rbmt2,3,,rbmt6,2,,rbmt3,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,673,71,49,rbmt2,2,,rbmt5,3,,liu,2,,saar,1,,ucl,3,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,454,71,28,liu,1,,rbmt2,1,,rbmt5,1,,ucl,1,,saar,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,114,68,50,limsi,1,,rbmt3,1,,rbmt2,1,,rbmt5,3,,rbmt4,3,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,309,68,40,ucl,1,,rbmt3,2,,rbmt5,2,,rbmt4,1,,rbmt2,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,587,68,48,cmu-statxfer,2,,limsi,1,,rbmt2,2,,rbmt4,3,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,772,68,18,saar,1,,ucl,2,,rbmt6,1,,cmu-statxfer,1,,rbmt5,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,129,68,30,rbmt6,2,,saar,1,,rbmt2,1,,uedin,1,,rbmt4,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1353,68,57,limsi,1,,uedin,1,,rbmt3,2,,rbmt2,2,,rbmt4,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1239,68,29,ucl,1,,cmu-statxfer,1,,rbmt4,2,,rbmt3,2,,limsi,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,979,68,73,uedin,2,,rbmt6,1,,rbmt2,3,,rbmt3,3,,saar,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,61,68,17,rbmt3,1,,rbmt4,1,,rbmt5,2,,limsi,1,,ucl,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,673,68,32,rbmt5,1,,rbmt3,2,,rbmt2,2,,rbmt6,1,,rbmt4,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,89,68,33,rbmt5,2,,rbmt3,2,,rbmt4,2,,saar,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,741,68,53,cmu-statxfer,2,,ucl,1,,rbmt3,2,,rbmt2,1,,rbmt6,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,213,68,56,cmu-statxfer,2,,rbmt4,2,,rbmt6,2,,limsi,1,,rbmt3,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,299,68,46,rbmt4,2,,rbmt5,1,,rbmt3,1,,rbmt2,3,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,95,68,29,limsi,2,,rbmt6,1,,rbmt5,1,,saar,1,,cmu-statxfer,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,843,68,32,rbmt2,1,,limsi,2,,uedin,1,,rbmt5,1,,rbmt3,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,387,68,47,rbmt4,2,,rbmt3,2,,ucl,2,,limsi,3,,rbmt5,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,759,68,28,rbmt4,1,,limsi,1,,rbmt5,1,,uedin,1,,cmu-statxfer,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1334,68,31,rbmt6,1,,cmu-statxfer,2,,uedin,2,,ucl,2,,saar,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,114,68,17,limsi,1,,rbmt3,1,,rbmt2,1,,rbmt5,1,,rbmt4,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,673,65,90,limsi,1,,rbmt4,2,,cmu-statxfer,2,,ucl,3,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,687,65,563,rbmt3,2,,saar,1,,cmu-statxfer,2,,liu,1,,rbmt2,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,265,65,553,rbmt2,1,,rbmt6,1,,liu,2,,rbmt4,1,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,222,65,48,rbmt4,1,,rbmt3,1,,limsi,2,,rbmt6,1,,uedin,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,435,65,37,limsi,1,,rbmt5,1,,liu,1,,rbmt3,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1319,65,55,cmu-statxfer,2,,saar,1,,rbmt4,3,,ucl,2,,uedin,3,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1244,65,57,limsi,2,,rbmt2,1,,rbmt3,1,,rbmt5,1,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,556,65,155,rbmt2,2,,saar,1,,liu,1,,uedin,1,,rbmt6,3,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1399,65,61,rbmt4,1,,rbmt3,2,,liu,2,,rbmt6,3,,rbmt5,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,61,65,109,rbmt6,1,,saar,2,,limsi,2,,rbmt2,1,,uedin,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,843,65,34,rbmt2,2,,liu,1,,rbmt3,2,,saar,1,,limsi,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1227,65,76,rbmt2,1,,rbmt4,1,,uedin,2,,saar,2,,rbmt5,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,979,65,91,rbmt6,2,,rbmt3,1,,limsi,2,,rbmt4,3,,saar,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1067,65,29,uedin,3,,liu,1,,saar,1,,cmu-statxfer,3,,rbmt5,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1072,65,42,rbmt2,1,,limsi,1,,rbmt3,2,,cmu-statxfer,3,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,503,65,34,rbmt3,1,,rbmt2,1,,saar,1,,ucl,3,,cmu-statxfer,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,297,65,32,rbmt5,1,,rbmt3,1,,rbmt4,1,,rbmt6,2,,limsi,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,496,65,66,limsi,1,,rbmt5,2,,liu,1,,saar,1,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1251,65,47,rbmt5,2,,rbmt4,3,,uedin,1,,rbmt3,1,,limsi,3,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,265,65,69,rbmt2,1,,rbmt6,1,,liu,2,,rbmt4,3,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,647,86,129,saar,1,,rbmt3,1,,cmu-statxfer,2,,limsi,1,,ucl,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,163,86,210,cmu-statxfer,1,,rbmt4,1,,rbmt2,2,,rbmt3,1,,rbmt5,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1047,86,144,rbmt6,3,,rbmt5,3,,liu,1,,rbmt2,1,,rbmt3,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1398,86,30,rbmt2,1,,uedin,1,,saar,1,,liu,1,,rbmt3,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1285,86,11,rbmt4,1,,rbmt3,1,,rbmt5,1,,cmu-statxfer,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,993,86,208,liu,1,,rbmt6,3,,cmu-statxfer,2,,rbmt2,3,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,906,86,42,liu,1,,saar,1,,limsi,1,,rbmt5,1,,rbmt4,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,329,86,23,uedin,1,,rbmt4,1,,liu,1,,rbmt2,1,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,247,86,77,cmu-statxfer,1,,uedin,1,,rbmt6,3,,rbmt5,3,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,61,86,19,cmu-statxfer,1,,rbmt2,1,,uedin,1,,rbmt3,1,,rbmt4,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,436,86,28,ucl,1,,rbmt5,1,,cmu-statxfer,1,,uedin,1,,rbmt6,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,27,86,50,rbmt4,1,,limsi,1,,rbmt3,3,,rbmt6,2,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1183,86,64,rbmt5,2,,liu,1,,ucl,2,,saar,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,571,86,81,rbmt2,2,,rbmt3,1,,rbmt6,1,,ucl,2,,saar,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,605,86,55,limsi,2,,rbmt4,1,,rbmt5,2,,rbmt2,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,503,86,28,liu,1,,rbmt6,1,,cmu-statxfer,1,,limsi,1,,rbmt4,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1052,86,26,rbmt2,1,,limsi,1,,saar,1,,liu,1,,rbmt6,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,904,86,39,uedin,3,,rbmt6,2,,rbmt4,3,,saar,3,,rbmt2,3,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,877,86,65,rbmt5,1,,limsi,1,,uedin,1,,ucl,1,,rbmt4,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,163,86,152,cmu-statxfer,1,,rbmt4,3,,rbmt2,2,,rbmt3,3,,rbmt5,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,877,54,24,rbmt2,1,,limsi,1,,rbmt3,1,,rbmt5,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,367,54,12,cmu-statxfer,1,,ucl,1,,saar,1,,limsi,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1047,54,96,rbmt4,1,,cmu-statxfer,1,,rbmt3,1,,rbmt5,1,,rbmt6,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,448,54,82,cmu-statxfer,2,,rbmt5,2,,liu,2,,saar,1,,rbmt6,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,551,54,28,rbmt4,2,,limsi,1,,rbmt2,1,,rbmt3,1,,rbmt5,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,889,54,36,rbmt6,1,,rbmt4,1,,uedin,1,,rbmt3,2,,ucl,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1235,54,27,rbmt3,1,,cmu-statxfer,2,,limsi,1,,ucl,1,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1332,54,81,uedin,2,,saar,2,,rbmt4,2,,cmu-statxfer,2,,limsi,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1149,54,67,cmu-statxfer,1,,rbmt2,1,,liu,1,,limsi,1,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1045,54,17,uedin,1,,saar,1,,rbmt6,2,,cmu-statxfer,1,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,762,54,41,rbmt2,2,,rbmt6,2,,rbmt5,2,,rbmt3,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,979,54,55,rbmt6,1,,uedin,1,,rbmt2,1,,limsi,2,,rbmt4,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,673,54,34,saar,1,,liu,2,,rbmt5,3,,cmu-statxfer,2,,rbmt3,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,537,54,55,liu,3,,limsi,2,,saar,3,,rbmt2,2,,rbmt4,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,333,54,11,ucl,1,,limsi,1,,uedin,1,,rbmt4,1,,rbmt6,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1266,54,13,ucl,1,,uedin,1,,rbmt5,1,,rbmt3,1,,cmu-statxfer,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1251,54,21,uedin,1,,cmu-statxfer,2,,saar,1,,liu,1,,rbmt6,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,885,54,32,uedin,1,,rbmt6,2,,saar,2,,rbmt4,1,,rbmt2,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,922,54,26,uedin,1,,rbmt6,2,,limsi,1,,liu,1,,rbmt3,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,877,54,16,rbmt2,1,,limsi,1,,rbmt3,1,,rbmt5,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,979,31,52,rbmt6,1,,cmu-statxfer,2,,rbmt2,1,,rbmt4,1,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,367,31,14,cmu-statxfer,1,,rbmt6,1,,rbmt2,1,,rbmt5,1,,rbmt4,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1312,31,12,limsi,1,,rbmt3,1,,ucl,1,,rbmt5,1,,cmu-statxfer,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1115,31,29,uedin,2,,limsi,2,,rbmt2,2,,rbmt5,2,,cmu-statxfer,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,673,31,22,rbmt4,2,,rbmt6,2,,rbmt2,2,,rbmt5,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,809,31,22,rbmt6,2,,ucl,1,,uedin,1,,limsi,1,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1373,31,34,uedin,2,,cmu-statxfer,2,,rbmt4,1,,rbmt6,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,741,31,16,rbmt3,1,,rbmt5,1,,rbmt2,1,,limsi,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,727,31,65,ucl,2,,cmu-statxfer,1,,liu,1,,rbmt6,1,,rbmt2,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1013,31,23,cmu-statxfer,2,,rbmt5,2,,rbmt6,2,,liu,1,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1078,31,34,rbmt3,1,,rbmt6,3,,rbmt2,3,,rbmt4,3,,limsi,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,642,31,44,uedin,1,,limsi,2,,liu,1,,rbmt6,1,,rbmt5,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,707,31,23,uedin,1,,limsi,1,,ucl,1,,cmu-statxfer,1,,rbmt2,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1235,31,9,rbmt3,1,,rbmt4,1,,liu,1,,limsi,1,,rbmt5,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,217,31,27,cmu-statxfer,1,,rbmt4,1,,rbmt6,1,,rbmt2,1,,rbmt5,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1288,31,18,cmu-statxfer,2,,rbmt4,1,,liu,1,,rbmt6,2,,rbmt3,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,775,31,28,liu,1,,rbmt4,1,,rbmt5,1,,rbmt3,1,,rbmt2,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1263,31,13,rbmt4,1,,uedin,1,,rbmt2,1,,rbmt3,1,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,32,31,13,rbmt4,1,,rbmt2,1,,uedin,1,,ucl,3,,rbmt3,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,979,31,24,rbmt6,1,,cmu-statxfer,2,,rbmt2,1,,rbmt4,2,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1076,31,13,rbmt3,1,,rbmt5,2,,limsi,1,,rbmt4,1,,rbmt2,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,599,31,19,uedin,1,,rbmt6,2,,ucl,2,,limsi,1,,rbmt5,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,333,31,20,rbmt6,1,,rbmt2,1,,rbmt4,1,,limsi,1,,rbmt5,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,245,31,57,rbmt3,3,,rbmt6,1,,rbmt5,1,,liu,2,,uedin,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,788,31,19,rbmt5,1,,rbmt4,1,,rbmt3,1,,ucl,1,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1047,31,282,cmu-statxfer,1,,rbmt5,1,,rbmt2,2,,uedin,1,,limsi,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1102,31,14,rbmt5,2,,cmu-statxfer,2,,ucl,2,,limsi,2,,rbmt6,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,775,31,13,rbmt3,1,,cmu-statxfer,1,,liu,1,,rbmt4,1,,ucl,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,375,31,22,rbmt2,2,,rbmt3,1,,rbmt4,2,,rbmt5,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1090,31,9,rbmt3,1,,rbmt2,1,,liu,1,,rbmt4,1,,cmu-statxfer,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,516,77,95,cmu-statxfer,2,,rbmt2,2,,saar,3,,uedin,1,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,42,77,101,ucl,3,,rbmt4,1,,saar,1,,liu,1,,limsi,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,843,77,16,ucl,1,,limsi,1,,saar,1,,rbmt2,1,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,61,77,26,ucl,1,,cmu-statxfer,1,,saar,1,,rbmt2,1,,rbmt5,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,639,77,29,rbmt3,1,,cmu-statxfer,1,,rbmt5,1,,limsi,1,,rbmt2,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,436,77,8,cmu-statxfer,1,,rbmt2,1,,saar,1,,rbmt5,1,,limsi,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1160,77,46,cmu-statxfer,3,,rbmt6,1,,limsi,1,,ucl,2,,rbmt5,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,163,77,232,rbmt4,3,,rbmt2,1,,rbmt3,2,,saar,2,,rbmt5,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,95,77,274,ucl,2,,cmu-statxfer,1,,rbmt3,1,,saar,1,,rbmt2,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,877,77,20,ucl,1,,limsi,1,,rbmt3,3,,liu,1,,uedin,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,327,77,69,limsi,1,,ucl,1,,cmu-statxfer,1,,rbmt2,1,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1013,77,24,rbmt5,1,,ucl,2,,liu,1,,saar,1,,rbmt4,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,229,77,21,rbmt2,1,,saar,1,,liu,1,,ucl,1,,rbmt4,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1312,77,70,rbmt5,1,,rbmt3,1,,limsi,1,,rbmt2,1,,saar,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,742,77,19,saar,1,,rbmt6,1,,rbmt4,1,,rbmt2,1,,liu,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,531,77,23,rbmt3,3,,ucl,1,,uedin,1,,saar,1,,cmu-statxfer,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,778,77,70,limsi,2,,rbmt4,3,,rbmt6,1,,cmu-statxfer,2,,ucl,2,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,1183,77,145,rbmt3,1,,rbmt4,1,,liu,1,,uedin,1,,rbmt2,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,401,77,15,rbmt5,1,,uedin,1,,limsi,1,,ucl,1,,saar,1,
WMT08 German-English Europarl,CONSTITUENT_ACCEPT,42,77,90,ucl,3,,rbmt4,1,,saar,1,,liu,1,,limsi,1,
WMT08 All-English News,RANK,14,2,66,bbn-combo_fr,2,,saar-contrast_de,1,,rbmt3_fr,5,,saar_es,2,,limsi_es,3,
WMT08 All-English News,RANK,1566,2,49,cued_es,1,,limsi_fr,1,,rbmt2_de,2,,rbmt3_fr,4,,rbmt3_de,5,
WMT08 All-English News,RANK,910,2,99,saar-contrast_fr,1,,rbmt5_fr,1,,ucb_es,5,,cmu-combo_fr,1,,rbmt6_fr,3,
WMT08 All-English News,RANK,1590,2,41,saar_fr,4,,rbmt4_es,1,,rbmt6_es,2,,rbmt2_de,5,,cued_fr,5,
WMT08 All-English News,RANK,1695,2,43,lium-systran-contrast_fr,2,,liu_de,4,,rbmt4_de,4,,rbmt2_de,5,,rbmt6_fr,5,
WMT08 All-English News,RANK,1516,2,50,uedin_fr,4,,bbn-combo_de,1,,upc_es,5,,dcu_cz,3,,uedin_es,2,
WMT08 All-English News,RANK,590,2,47,uedin_fr,2,,saar-contrast_de,5,,rbmt3_de,2,,rbmt3_es,3,,uedin_de,3,
WMT08 All-English News,RANK,116,2,33,bbn-combo_de,3,,cmu-statxfer_fr,2,,bbn-combo_fr,4,,rbmt5_de,4,,umd_cz,4,
WMT08 All-English News,RANK,1616,2,56,bbn-combo_fr,4,,rbmt4_es,4,,rbmt4_fr,4,,dcu_cz,5,,rbmt6_de,3,
WMT08 All-English News,RANK,916,2,40,saar_fr,2,,dcu_cz,5,,cued_fr,1,,cued-contrast_es,1,,rbmt5_fr,1,
WMT08 All-English News,RANK,1166,2,92,uedin_cz,4,,limsi_es,1,,cmu-combo_fr,2,,dcu_cz,4,,cued-contrast_es,1,
WMT08 All-English News,RANK,229,2,56,bbn-combo_de,4,,rbmt4_de,3,,cued_fr,5,,rbmt3_de,4,,saar-contrast_de,1,
WMT08 All-English News,RANK,1566,2,40,rbmt4_es,1,,cued_fr,3,,saar_fr,2,,cued-contrast_es,1,
WMT08 All-English News,RANK,506,2,54,saar_es,1,,rbmt6_fr,1,,saar-contrast_fr,4,,umd_cz,3,,lium-systran_fr,3,
WMT08 All-English News,RANK,216,2,50,liu_de,3,,uedin_de,4,,limsi_fr,3,,rbmt4_fr,4,,umd_cz,4,
WMT08 All-English News,RANK,266,2,46,limsi_fr,5,,cued-contrast_es,5,,limsi_es,5,,saar_es,2,,cued_fr,3,
WMT08 All-English News,RANK,799,2,23,rbmt3_fr,1,,upc_es,5,,lium-systran_fr,2,,uedin_de,3,,saar-contrast_de,3,
WMT08 All-English News,RANK,966,2,46,rbmt5_fr,3,,limsi_de,2,,rbmt6_es,5,,limsi_fr,1,,cued_fr,1,
WMT08 All-English News,RANK,1634,2,29,cued-contrast_fr,4,,cmu-statxfer_fr,4,,lium-systran-contrast_fr,4,,umd_cz,1,,cued_es,2,
WMT08 All-English News,RANK,366,2,37,rbmt5_de,2,,rbmt2_de,1,,cued_es,3,,rbmt4_de,3,,uedin_fr,3,
WMT08 All-English News,RANK,1666,2,29,rbmt3_de,3,,rbmt5_es,2,,limsi_fr,1,,rbmt3_es,1,,liu_de,5,
WMT08 All-English News,RANK,512,3,77,bbn-combo_fr,4,,rbmt3_es,3,,limsi_es,2,,upc_es,1,,rbmt3_fr,5,
WMT08 All-English News,RANK,66,3,59,cued_es,5,,limsi_fr,1,,rbmt3_de,5,,bbn-combo_fr,3,,rbmt5_de,5,
WMT08 All-English News,RANK,1861,3,44,cmu-statxfer_de,5,,rbmt6_de,5,,limsi_fr,3,,cued_es,5,,saar_de,4,
WMT08 All-English News,RANK,894,3,71,rbmt4_es,4,,rbmt3_fr,2,,rbmt4_fr,3,,rbmt2_de,4,,limsi_es,4,
WMT08 All-English News,RANK,1241,3,27,cmu-statxfer_de,1,,cmu-combo_fr,3,,liu_de,1,,upc_es,2,,uedin_cz,4,
WMT08 All-English News,RANK,683,3,34,rbmt4_es,4,,cued-contrast_es,2,,saar_es,3,,rbmt4_de,3,,umd_cz,5,
WMT08 All-English News,RANK,716,3,57,saar-contrast_de,5,,rbmt3_es,3,,uedin_de,4,,rbmt6_fr,1,,lium-systran_fr,2,
WMT08 All-English News,RANK,1950,3,53,uedin_cz,5,,limsi_fr,1,,saar-contrast_de,4,,uedin_fr,3,,cued-contrast_fr,1,
WMT08 All-English News,RANK,224,3,91,rbmt4_de,1,,limsi_de,5,,cued_es,3,,cued-contrast_es,2,,rbmt4_fr,4,
WMT08 All-English News,RANK,566,3,66,saar_es,4,,bbn-combo_fr,2,,limsi_fr,2,,cued-contrast_es,4,,saar-contrast_de,5,
WMT08 All-English News,RANK,1866,3,71,rbmt3_fr,5,,rbmt5_es,4,,rbmt6_de,2,,rbmt4_fr,4,,saar_de,5,
WMT08 All-English News,RANK,666,3,33,lium-systran_fr,1,,cmu-statxfer_fr,2,,bbn-combo_fr,1,,saar_de,3,,cmu-combo_fr,4,
WMT08 All-English News,RANK,1716,3,52,rbmt3_de,1,,limsi_de,4,,rbmt4_fr,2,,saar_fr,4,,umd_cz,5,
WMT08 All-English News,RANK,1266,3,51,saar-contrast_fr,3,,cmu-statxfer_de,5,,rbmt4_fr,2,,rbmt3_fr,4,,rbmt5_es,3,
WMT08 All-English News,RANK,1304,3,62,uedin_cz,3,,lium-systran_fr,3,,lium-systran-contrast_fr,2,,saar_de,4,,rbmt6_es,4,
WMT08 All-English News,RANK,1416,3,46,rbmt5_fr,2,,bbn-combo_fr,1,,rbmt6_fr,4,,cued-contrast_es,3,,cmu-statxfer_de,5,
WMT08 All-English News,RANK,1610,3,42,bbn-combo_de,1,,rbmt6_fr,4,,dcu_cz,5,,saar-contrast_fr,3,,saar_fr,3,
WMT08 All-English News,RANK,893,3,1793,liu_de,3,,bbn-combo_fr,4,,saar-contrast_fr,2,,bbn-combo_de,1,,uedin_cz,5,
WMT08 All-English News,RANK,1766,3,82,lium-systran-contrast_fr,1,,rbmt6_de,2,,rbmt5_de,5,,cued-contrast_fr,1,,liu_de,3,
WMT08 All-English News,RANK,1066,3,51,cmu-statxfer_fr,2,,rbmt6_es,5,,limsi_es,5,,rbmt3_de,3,,cued_fr,4,
WMT08 All-English News,RANK,616,3,66,uedin_cz,5,,saar_es,4,,cued_fr,1,,limsi_de,2,,saar_de,3,
WMT08 All-English News,RANK,240,3,65,saar_es,2,,rbmt3_es,5,,rbmt3_fr,4,,saar-contrast_fr,4,,saar-contrast_de,3,
WMT08 All-English News,RANK,1166,3,100,cmu-statxfer_de,4,,liu_de,2,,dcu_cz,5,,saar-contrast_de,3,,uedin_de,4,
WMT08 All-English News,RANK,947,3,78,upc_es,4,,limsi_de,4,,rbmt6_de,2,,cued_es,3,,umd_cz,5,
WMT08 All-English News,RANK,1016,3,148,rbmt5_fr,2,,bbn-combo_fr,2,,limsi_fr,1,,rbmt5_de,3,,rbmt5_es,5,
